SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,70 a 79,07/12/2021,Cas,No iniciada,13
Home,70 a 79,07/12/2021,Hospitalització,Completa,9
Home,70 a 79,07/12/2021,Hospitalització,No iniciada,3
Home,70 a 79,07/12/2021,Cas,Parcial,1
Dona,80 o més,07/12/2021,Hospitalització,No iniciada,2
Dona,80 o més,07/12/2021,Cas,No iniciada,4
Dona,80 o més,07/12/2021,Hospitalització,Completa,14
Dona,80 o més,07/12/2021,Cas,Completa,63
Home,80 o més,07/12/2021,Hospitalització,Completa,7
Home,80 o més,07/12/2021,Defunció,Completa,3
Home,80 o més,07/12/2021,Cas,No iniciada,3
Home,80 o més,07/12/2021,Hospitalització,Parcial,1
Home,80 o més,07/12/2021,Crítics,Completa,1
Home,80 o més,07/12/2021,Cas,Completa,38
Home,80 o més,07/12/2021,Hospitalització,No iniciada,1
No classificat,No classificat,07/12/2021,Hospitalització,No iniciada,2
No classificat,No classificat,07/12/2021,Cas,Completa,10
No classificat,No classificat,07/12/2021,Cas,No iniciada,101
Dona,0 a 9,06/12/2021,Cas,No iniciada,115
Dona,0 a 9,06/12/2021,Hospitalització,No iniciada,2
Home,0 a 9,06/12/2021,Cas,No iniciada,91
Dona,10 a 19,06/12/2021,Cas,Parcial,1
Dona,10 a 19,06/12/2021,Cas,Completa,18
Dona,10 a 19,06/12/2021,Cas,No iniciada,42
Home,10 a 19,06/12/2021,Cas,No iniciada,76
Home,10 a 19,06/12/2021,Cas,Completa,18
Dona,20 a 29,06/12/2021,Cas,No iniciada,25
Dona,20 a 29,06/12/2021,Cas,Parcial,1
Dona,20 a 29,06/12/2021,Cas,Completa,37
Dona,20 a 29,06/12/2021,Hospitalització,No iniciada,1
Home,20 a 29,06/12/2021,Cas,Completa,30
Home,20 a 29,06/12/2021,Cas,Parcial,2
Home,20 a 29,06/12/2021,Cas,No iniciada,17
Dona,30 a 39,06/12/2021,Crítics,No iniciada,1
Dona,30 a 39,06/12/2021,Hospitalització,No iniciada,1
Dona,30 a 39,06/12/2021,Cas,Parcial,1
Dona,30 a 39,06/12/2021,Cas,No iniciada,29
Dona,30 a 39,06/12/2021,Cas,Completa,88
Home,30 a 39,06/12/2021,Hospitalització,No iniciada,1
Home,30 a 39,06/12/2021,Cas,No iniciada,23
Home,30 a 39,06/12/2021,Cas,Completa,52
Home,30 a 39,06/12/2021,Cas,Parcial,1
Dona,40 a 49,06/12/2021,Hospitalització,Completa,1
Dona,40 a 49,06/12/2021,Cas,No iniciada,21
Dona,40 a 49,06/12/2021,Cas,Completa,140
Dona,40 a 49,06/12/2021,Cas,Parcial,1
Home,40 a 49,06/12/2021,Cas,Completa,119
Home,40 a 49,06/12/2021,Hospitalització,Completa,3
Home,40 a 49,06/12/2021,Cas,No iniciada,21
Home,40 a 49,06/12/2021,Crítics,Completa,1
Home,40 a 49,06/12/2021,Hospitalització,No iniciada,3
Dona,50 a 59,06/12/2021,Hospitalització,Completa,2
Dona,50 a 59,06/12/2021,Hospitalització,No iniciada,1
Dona,50 a 59,06/12/2021,Cas,No iniciada,12
Dona,50 a 59,06/12/2021,Cas,Completa,72
Dona,50 a 59,06/12/2021,Cas,Parcial,2
Home,50 a 59,06/12/2021,Cas,No iniciada,14
Home,50 a 59,06/12/2021,Crítics,Completa,2
Home,50 a 59,06/12/2021,Hospitalització,No iniciada,1
Home,50 a 59,06/12/2021,Cas,Completa,70
Home,50 a 59,06/12/2021,Hospitalització,Completa,4
Home,50 a 59,06/12/2021,Crítics,No iniciada,1
Dona,60 a 69,06/12/2021,Cas,No iniciada,10
Dona,60 a 69,06/12/2021,Hospitalització,Parcial,1
Dona,60 a 69,06/12/2021,Crítics,Completa,1
Dona,60 a 69,06/12/2021,Hospitalització,No iniciada,4
Dona,60 a 69,06/12/2021,Crítics,No iniciada,1
Dona,60 a 69,06/12/2021,Cas,Completa,70
Dona,60 a 69,06/12/2021,Hospitalització,Completa,4
Home,60 a 69,06/12/2021,Hospitalització,Completa,11
Home,60 a 69,06/12/2021,Cas,No iniciada,5
Home,60 a 69,06/12/2021,Cas,Completa,63
Home,60 a 69,06/12/2021,Cas,Parcial,1
Home,60 a 69,06/12/2021,Hospitalització,No iniciada,2
Home,60 a 69,06/12/2021,Crítics,Completa,1
Dona,70 a 79,06/12/2021,Defunció,Completa,2
Dona,70 a 79,06/12/2021,Crítics,Completa,1
Dona,70 a 79,06/12/2021,Hospitalització,No iniciada,1
Dona,70 a 79,06/12/2021,Cas,No iniciada,6
Dona,70 a 79,06/12/2021,Hospitalització,Completa,7
Dona,70 a 79,06/12/2021,Cas,Completa,35
Home,70 a 79,06/12/2021,Crítics,No iniciada,1
Home,70 a 79,06/12/2021,Hospitalització,No iniciada,3
Home,70 a 79,06/12/2021,Cas,Completa,30
Home,70 a 79,06/12/2021,Crítics,Completa,3
Home,70 a 79,06/12/2021,Cas,No iniciada,2
Home,70 a 79,06/12/2021,Hospitalització,Completa,14
Dona,80 o més,06/12/2021,Cas,Completa,27
Dona,80 o més,06/12/2021,Hospitalització,No iniciada,3
Dona,80 o més,06/12/2021,Hospitalització,Completa,14
Dona,80 o més,06/12/2021,Cas,No iniciada,5
Home,80 o més,06/12/2021,Hospitalització,No iniciada,1
Home,80 o més,06/12/2021,Defunció,Completa,2
Home,80 o més,06/12/2021,Cas,No iniciada,4
Home,80 o més,06/12/2021,Cas,Completa,17
Home,80 o més,06/12/2021,Hospitalització,Completa,9
Home,80 o més,06/12/2021,Cas,Parcial,1
No classificat,No classificat,06/12/2021,Hospitalització,No iniciada,1
No classificat,No classificat,06/12/2021,Cas,No iniciada,34
No classificat,No classificat,06/12/2021,Cas,Completa,3
Dona,0 a 9,05/12/2021,Cas,No iniciada,78
Home,0 a 9,05/12/2021,Cas,No iniciada,79
Dona,10 a 19,05/12/2021,Cas,No iniciada,59
Dona,10 a 19,05/12/2021,Cas,Parcial,2
Dona,10 a 19,05/12/2021,Cas,Completa,12
Home,10 a 19,05/12/2021,Cas,No iniciada,48
Home,10 a 19,05/12/2021,Cas,Completa,10
Dona,20 a 29,05/12/2021,Hospitalització,No iniciada,1
Dona,20 a 29,05/12/2021,Cas,Parcial,2
Dona,20 a 29,05/12/2021,Cas,Completa,30
Dona,20 a 29,05/12/2021,Cas,No iniciada,14
Home,20 a 29,05/12/2021,Cas,Completa,23
Home,20 a 29,05/12/2021,Cas,No iniciada,14
Dona,30 a 39,05/12/2021,Cas,No iniciada,25
Dona,30 a 39,05/12/2021,Cas,Completa,78
Home,30 a 39,05/12/2021,Cas,Completa,41
Home,30 a 39,05/12/2021,Cas,No iniciada,22
Home,30 a 39,05/12/2021,Hospitalització,No iniciada,1
Home,30 a 39,05/12/2021,Hospitalització,Completa,2
Home,30 a 39,05/12/2021,Crítics,Completa,1
Dona,40 a 49,05/12/2021,Cas,Completa,100
Dona,40 a 49,05/12/2021,Hospitalització,No iniciada,2
Dona,40 a 49,05/12/2021,Cas,Parcial,3
Dona,40 a 49,05/12/2021,Hospitalització,Completa,1
Dona,40 a 49,05/12/2021,Cas,No iniciada,26
Home,40 a 49,05/12/2021,Crítics,Completa,1
Home,40 a 49,05/12/2021,Cas,No iniciada,17
Home,40 a 49,05/12/2021,Hospitalització,No iniciada,2
Home,40 a 49,05/12/2021,Cas,Parcial,1
Home,40 a 49,05/12/2021,Cas,Completa,80
Home,40 a 49,05/12/2021,Hospitalització,Completa,2
Dona,50 a 59,05/12/2021,Hospitalització,No iniciada,1
Dona,50 a 59,05/12/2021,Cas,Completa,60
Dona,50 a 59,05/12/2021,Cas,No iniciada,14
Dona,50 a 59,05/12/2021,Hospitalització,Completa,2
Home,50 a 59,05/12/2021,Cas,No iniciada,9
Home,50 a 59,05/12/2021,Hospitalització,Completa,2
Home,50 a 59,05/12/2021,Hospitalització,No iniciada,3
Home,50 a 59,05/12/2021,Crítics,No iniciada,2
Home,50 a 59,05/12/2021,Cas,Completa,70
Home,50 a 59,05/12/2021,Crítics,Completa,1
Dona,60 a 69,05/12/2021,Cas,No iniciada,6
Dona,60 a 69,05/12/2021,Hospitalització,No iniciada,3
Dona,60 a 69,05/12/2021,Crítics,No iniciada,1
Dona,60 a 69,05/12/2021,Cas,Parcial,1
Dona,60 a 69,05/12/2021,Crítics,Completa,1
Dona,60 a 69,05/12/2021,Cas,Completa,80
Dona,60 a 69,05/12/2021,Hospitalització,Completa,3
Home,60 a 69,05/12/2021,Cas,No iniciada,11
Home,60 a 69,05/12/2021,Crítics,Completa,2
Home,60 a 69,05/12/2021,Cas,Completa,58
Home,60 a 69,05/12/2021,Crítics,No iniciada,1
Home,60 a 69,05/12/2021,Hospitalització,Completa,8
Home,60 a 69,05/12/2021,Hospitalització,No iniciada,1
Dona,70 a 79,05/12/2021,Cas,No iniciada,4
Dona,70 a 79,05/12/2021,Cas,Parcial,1
Dona,70 a 79,05/12/2021,Hospitalització,Completa,7
Dona,70 a 79,05/12/2021,Cas,Completa,22
Home,70 a 79,05/12/2021,Crítics,Completa,1
Home,70 a 79,05/12/2021,Hospitalització,Completa,6
Home,70 a 79,05/12/2021,Cas,Completa,26
Home,70 a 79,05/12/2021,Hospitalització,No iniciada,1
Home,70 a 79,05/12/2021,Cas,No iniciada,4
Home,70 a 79,05/12/2021,Defunció,Parcial,1
Dona,80 o més,05/12/2021,Defunció,Completa,2
Dona,80 o més,05/12/2021,Cas,Completa,20
Dona,80 o més,05/12/2021,Hospitalització,Completa,3
Dona,80 o més,05/12/2021,Cas,No iniciada,2
Home,80 o més,05/12/2021,Hospitalització,Completa,3
Home,80 o més,05/12/2021,Cas,Completa,10
Home,80 o més,05/12/2021,Defunció,Completa,4
Home,80 o més,05/12/2021,Hospitalització,No iniciada,1
Home,80 o més,05/12/2021,Defunció,No iniciada,1
Home,80 o més,05/12/2021,Crítics,Completa,1
No classificat,No classificat,05/12/2021,Cas,No iniciada,27
No classificat,No classificat,05/12/2021,Cas,Completa,1
Dona,0 a 9,04/12/2021,Cas,No iniciada,110
Home,0 a 9,04/12/2021,Cas,No iniciada,134
Dona,10 a 19,04/12/2021,Cas,Completa,19
Dona,10 a 19,04/12/2021,Cas,No iniciada,62
Dona,10 a 19,04/12/2021,Cas,Parcial,2
Home,10 a 19,04/12/2021,Cas,Parcial,4
Home,10 a 19,04/12/2021,Cas,No iniciada,70
Home,10 a 19,04/12/2021,Cas,Completa,19
Dona,20 a 29,04/12/2021,Cas,No iniciada,25
Dona,20 a 29,04/12/2021,Cas,Completa,53
Home,20 a 29,04/12/2021,Cas,No iniciada,14
Home,20 a 29,04/12/2021,Hospitalització,No iniciada,1
Home,20 a 29,04/12/2021,Cas,Completa,38
Home,20 a 29,04/12/2021,Cas,Parcial,1
Dona,30 a 39,04/12/2021,Cas,Completa,93
Dona,30 a 39,04/12/2021,Cas,No iniciada,26
Dona,30 a 39,04/12/2021,Cas,Parcial,4
Dona,30 a 39,04/12/2021,Hospitalització,No iniciada,1
Dona,30 a 39,04/12/2021,Hospitalització,Completa,1
Home,30 a 39,04/12/2021,Cas,Parcial,6
Home,30 a 39,04/12/2021,Hospitalització,No iniciada,1
Home,30 a 39,04/12/2021,Cas,Completa,69
Home,30 a 39,04/12/2021,Cas,No iniciada,26
Dona,40 a 49,04/12/2021,Cas,Parcial,2
Dona,40 a 49,04/12/2021,Cas,Completa,159
Dona,40 a 49,04/12/2021,Cas,No iniciada,28
Dona,40 a 49,04/12/2021,Hospitalització,No iniciada,2
Home,40 a 49,04/12/2021,Cas,No iniciada,15
Home,40 a 49,04/12/2021,Cas,Completa,120
Home,40 a 49,04/12/2021,Cas,Parcial,2
Dona,50 a 59,04/12/2021,Cas,No iniciada,14
Dona,50 a 59,04/12/2021,Hospitalització,No iniciada,2
Dona,50 a 59,04/12/2021,Cas,Completa,72
Dona,50 a 59,04/12/2021,Hospitalització,Completa,1
Dona,50 a 59,04/12/2021,Crítics,No iniciada,1
Home,50 a 59,04/12/2021,Cas,No iniciada,9
Home,50 a 59,04/12/2021,Hospitalització,Completa,3
Home,50 a 59,04/12/2021,Crítics,No iniciada,2
Home,50 a 59,04/12/2021,Cas,Completa,80
Home,50 a 59,04/12/2021,Hospitalització,No iniciada,3
Dona,60 a 69,04/12/2021,Crítics,Completa,1
Dona,60 a 69,04/12/2021,Cas,Completa,80
Dona,60 a 69,04/12/2021,Hospitalització,Completa,3
Dona,60 a 69,04/12/2021,Hospitalització,No iniciada,3
Dona,60 a 69,04/12/2021,Cas,No iniciada,8
Dona,60 a 69,04/12/2021,Crítics,No iniciada,1
Home,60 a 69,04/12/2021,Crítics,Completa,1
Home,60 a 69,04/12/2021,Cas,No iniciada,9
Home,60 a 69,04/12/2021,Crítics,No iniciada,3
Home,60 a 69,04/12/2021,Hospitalització,No iniciada,1
Home,60 a 69,04/12/2021,Cas,Completa,78
Home,60 a 69,04/12/2021,Hospitalització,Completa,4
Dona,70 a 79,04/12/2021,Cas,Completa,36
Dona,70 a 79,04/12/2021,Cas,No iniciada,6
Dona,70 a 79,04/12/2021,Hospitalització,No iniciada,1
Home,70 a 79,04/12/2021,Hospitalització,No iniciada,1
Home,70 a 79,04/12/2021,Crítics,Completa,2
Home,70 a 79,04/12/2021,Cas,Completa,39
Home,70 a 79,04/12/2021,Cas,No iniciada,2
Home,70 a 79,04/12/2021,Hospitalització,Completa,9
Dona,80 o més,04/12/2021,Cas,Completa,33
Dona,80 o més,04/12/2021,Hospitalització,Completa,6
Dona,80 o més,04/12/2021,Defunció,Completa,2
Dona,80 o més,04/12/2021,Crítics,Completa,1
Dona,80 o més,04/12/2021,Cas,No iniciada,1
Home,80 o més,04/12/2021,Crítics,Completa,1
Home,80 o més,04/12/2021,Cas,Completa,14
Home,80 o més,04/12/2021,Defunció,Completa,1
Home,80 o més,04/12/2021,Defunció,No iniciada,1
Home,80 o més,04/12/2021,Hospitalització,Completa,9
Home,80 o més,04/12/2021,Cas,No iniciada,1
No classificat,No classificat,04/12/2021,Cas,Completa,4
No classificat,No classificat,04/12/2021,Cas,No iniciada,50
Dona,0 a 9,03/12/2021,Cas,No iniciada,231
Home,0 a 9,03/12/2021,Cas,No iniciada,212
Home,0 a 9,03/12/2021,Hospitalització,No iniciada,1
Dona,10 a 19,03/12/2021,Cas,No iniciada,153
Dona,10 a 19,03/12/2021,Cas,Parcial,1
Dona,10 a 19,03/12/2021,Hospitalització,Completa,1
Dona,10 a 19,03/12/2021,Cas,Completa,48
Home,10 a 19,03/12/2021,Cas,Completa,45
Home,10 a 19,03/12/2021,Cas,Parcial,2
Home,10 a 19,03/12/2021,Cas,No iniciada,131
Dona,20 a 29,03/12/2021,Hospitalització,No iniciada,1
Dona,20 a 29,03/12/2021,Cas,Parcial,1
Dona,20 a 29,03/12/2021,Cas,No iniciada,38
Dona,20 a 29,03/12/2021,Cas,Completa,93
Home,20 a 29,03/12/2021,Cas,Completa,73
Home,20 a 29,03/12/2021,Hospitalització,No iniciada,1
Home,20 a 29,03/12/2021,Cas,No iniciada,35
Home,20 a 29,03/12/2021,Cas,Parcial,4
Dona,30 a 39,03/12/2021,Cas,Parcial,4
Dona,30 a 39,03/12/2021,Cas,No iniciada,64
Dona,30 a 39,03/12/2021,Cas,Completa,179
Home,30 a 39,03/12/2021,Cas,Parcial,2
Home,30 a 39,03/12/2021,Cas,Completa,128
Home,30 a 39,03/12/2021,Cas,No iniciada,42
Dona,40 a 49,03/12/2021,Cas,No iniciada,57
Dona,40 a 49,03/12/2021,Defunció,Completa,1
Dona,40 a 49,03/12/2021,Hospitalització,Completa,2
Dona,40 a 49,03/12/2021,Cas,Parcial,3
Dona,40 a 49,03/12/2021,Cas,Completa,256
Home,40 a 49,03/12/2021,Cas,No iniciada,49
Home,40 a 49,03/12/2021,Crítics,No iniciada,3
Home,40 a 49,03/12/2021,Cas,Parcial,4
Home,40 a 49,03/12/2021,Cas,Completa,227
Home,40 a 49,03/12/2021,Hospitalització,No iniciada,4
Dona,50 a 59,03/12/2021,Hospitalització,Completa,2
Dona,50 a 59,03/12/2021,Cas,Completa,146
Dona,50 a 59,03/12/2021,Cas,No iniciada,29
Home,50 a 59,03/12/2021,Hospitalització,No iniciada,2
Home,50 a 59,03/12/2021,Cas,No iniciada,25
Home,50 a 59,03/12/2021,Crítics,No iniciada,1
Home,50 a 59,03/12/2021,Cas,Completa,146
Home,50 a 59,03/12/2021,Hospitalització,Completa,5
Dona,60 a 69,03/12/2021,Hospitalització,No iniciada,2
Dona,60 a 69,03/12/2021,Hospitalització,Completa,6
Dona,60 a 69,03/12/2021,Defunció,No iniciada,1
Dona,60 a 69,03/12/2021,Cas,No iniciada,17
Dona,60 a 69,03/12/2021,Cas,Parcial,1
Dona,60 a 69,03/12/2021,Cas,Completa,141
Home,60 a 69,03/12/2021,Hospitalització,Completa,12
Home,60 a 69,03/12/2021,Defunció,Completa,1
Home,60 a 69,03/12/2021,Cas,Completa,138
Home,60 a 69,03/12/2021,Crítics,No iniciada,2
Home,60 a 69,03/12/2021,Hospitalització,No iniciada,2
Home,60 a 69,03/12/2021,Crítics,Completa,5
Home,60 a 69,03/12/2021,Cas,No iniciada,18
Dona,70 a 79,03/12/2021,Defunció,Completa,2
Dona,70 a 79,03/12/2021,Crítics,Completa,2
Dona,70 a 79,03/12/2021,Cas,Completa,73
Dona,70 a 79,03/12/2021,Hospitalització,Completa,6
Dona,70 a 79,03/12/2021,Cas,No iniciada,6
Home,70 a 79,03/12/2021,Hospitalització,Completa,9
Home,70 a 79,03/12/2021,Defunció,Completa,1
Home,70 a 79,03/12/2021,Crítics,Completa,3
Home,70 a 79,03/12/2021,Cas,Completa,58
Home,70 a 79,03/12/2021,Crítics,No iniciada,1
Home,70 a 79,03/12/2021,Cas,Parcial,1
Home,70 a 79,03/12/2021,Cas,No iniciada,2
Dona,80 o més,03/12/2021,Cas,No iniciada,6
Dona,80 o més,03/12/2021,Hospitalització,Completa,9
Dona,80 o més,03/12/2021,Cas,Completa,44
Dona,80 o més,03/12/2021,Defunció,Completa,3
Dona,80 o més,03/12/2021,Hospitalització,No iniciada,1
Home,80 o més,03/12/2021,Cas,Completa,25
Home,80 o més,03/12/2021,Defunció,Completa,1
Home,80 o més,03/12/2021,Hospitalització,Completa,8
Home,80 o més,03/12/2021,Cas,No iniciada,4
No classificat,No classificat,03/12/2021,Cas,Parcial,2
No classificat,No classificat,03/12/2021,Cas,No iniciada,69
No classificat,No classificat,03/12/2021,Hospitalització,No iniciada,1
No classificat,No classificat,03/12/2021,Cas,Completa,5
Dona,0 a 9,02/12/2021,Cas,No iniciada,220
Home,0 a 9,02/12/2021,Cas,No iniciada,218
Dona,10 a 19,02/12/2021,Cas,Completa,48
Dona,10 a 19,02/12/2021,Cas,Parcial,2
Dona,10 a 19,02/12/2021,Cas,No iniciada,139
Dona,10 a 19,02/12/2021,Hospitalització,No iniciada,1
Home,10 a 19,02/12/2021,Cas,Completa,41
Home,10 a 19,02/12/2021,Cas,No iniciada,166
Dona,20 a 29,02/12/2021,Hospitalització,No iniciada,2
Dona,20 a 29,02/12/2021,Cas,No iniciada,35
Dona,20 a 29,02/12/2021,Cas,Completa,81
Home,20 a 29,02/12/2021,Cas,Completa,82
Home,20 a 29,02/12/2021,Cas,No iniciada,44
Home,20 a 29,02/12/2021,Cas,Parcial,1
Dona,30 a 39,02/12/2021,Cas,No iniciada,43
Dona,30 a 39,02/12/2021,Cas,Parcial,3
Dona,30 a 39,02/12/2021,Cas,Completa,160
Dona,30 a 39,02/12/2021,Hospitalització,Completa,2
Dona,30 a 39,02/12/2021,Hospitalització,No iniciada,2
Home,30 a 39,02/12/2021,Cas,No iniciada,45
Home,30 a 39,02/12/2021,Cas,Completa,120
Home,30 a 39,02/12/2021,Cas,Parcial,1
Home,30 a 39,02/12/2021,Hospitalització,Completa,1
Dona,40 a 49,02/12/2021,Hospitalització,No iniciada,1
Dona,40 a 49,02/12/2021,Cas,No iniciada,49
Dona,40 a 49,02/12/2021,Cas,Parcial,3
Dona,40 a 49,02/12/2021,Cas,Completa,283
Dona,40 a 49,02/12/2021,Hospitalització,Completa,1
Dona,40 a 49,02/12/2021,Crítics,No iniciada,2
Home,40 a 49,02/12/2021,Hospitalització,Completa,1
Home,40 a 49,02/12/2021,Hospitalització,No iniciada,3
Home,40 a 49,02/12/2021,Cas,Completa,276
Home,40 a 49,02/12/2021,Crítics,No iniciada,1
Home,40 a 49,02/12/2021,Cas,No iniciada,51
Dona,50 a 59,02/12/2021,Cas,No iniciada,29
Dona,50 a 59,02/12/2021,Cas,Completa,125
Dona,50 a 59,02/12/2021,Hospitalització,Completa,2
Dona,50 a 59,02/12/2021,Hospitalització,No iniciada,3
Home,50 a 59,02/12/2021,Hospitalització,Parcial,1
Home,50 a 59,02/12/2021,Hospitalització,No iniciada,2
Home,50 a 59,02/12/2021,Crítics,Completa,1
Home,50 a 59,02/12/2021,Cas,No iniciada,21
Home,50 a 59,02/12/2021,Hospitalització,Completa,3
Home,50 a 59,02/12/2021,Crítics,No iniciada,1
Home,50 a 59,02/12/2021,Cas,Completa,139
Dona,60 a 69,02/12/2021,Cas,Parcial,2
Dona,60 a 69,02/12/2021,Hospitalització,No iniciada,2
Dona,60 a 69,02/12/2021,Crítics,No iniciada,1
Dona,60 a 69,02/12/2021,Crítics,Completa,1
Dona,60 a 69,02/12/2021,Defunció,Completa,1
Dona,60 a 69,02/12/2021,Cas,No iniciada,24
Dona,60 a 69,02/12/2021,Cas,Completa,169
Dona,60 a 69,02/12/2021,Hospitalització,Completa,5
Home,60 a 69,02/12/2021,Hospitalització,Completa,10
Home,60 a 69,02/12/2021,Cas,Parcial,3
Home,60 a 69,02/12/2021,Hospitalització,Parcial,1
Home,60 a 69,02/12/2021,Crítics,Completa,5
Home,60 a 69,02/12/2021,Cas,No iniciada,20
Home,60 a 69,02/12/2021,Cas,Completa,146
Home,60 a 69,02/12/2021,Crítics,Parcial,1
Home,60 a 69,02/12/2021,Hospitalització,No iniciada,3
Dona,70 a 79,02/12/2021,Cas,Completa,77
Dona,70 a 79,02/12/2021,Hospitalització,Completa,5
Dona,70 a 79,02/12/2021,Cas,No iniciada,3
Dona,70 a 79,02/12/2021,Hospitalització,No iniciada,4
Dona,70 a 79,02/12/2021,Crítics,Completa,2
Dona,70 a 79,02/12/2021,Defunció,Completa,1
Home,70 a 79,02/12/2021,Crítics,Completa,1
Home,70 a 79,02/12/2021,Hospitalització,Completa,11
Home,70 a 79,02/12/2021,Crítics,No iniciada,1
Home,70 a 79,02/12/2021,Cas,Completa,65
Home,70 a 79,02/12/2021,Cas,No iniciada,3
Home,70 a 79,02/12/2021,Hospitalització,No iniciada,3
Dona,80 o més,02/12/2021,Cas,No iniciada,4
Dona,80 o més,02/12/2021,Hospitalització,Completa,9
Dona,80 o més,02/12/2021,Defunció,Completa,1
Dona,80 o més,02/12/2021,Defunció,No iniciada,1
Dona,80 o més,02/12/2021,Crítics,No iniciada,1
Dona,80 o més,02/12/2021,Cas,Completa,53
Dona,80 o més,02/12/2021,Hospitalització,No iniciada,3
Home,80 o més,02/12/2021,Cas,No iniciada,2
Home,80 o més,02/12/2021,Cas,Completa,30
Home,80 o més,02/12/2021,Crítics,Completa,1
Home,80 o més,02/12/2021,Hospitalització,Completa,6
Home,80 o més,02/12/2021,Hospitalització,No iniciada,1
Home,80 o més,02/12/2021,Defunció,No iniciada,1
Home,80 o més,02/12/2021,Crítics,No iniciada,1
No classificat,No classificat,02/12/2021,Cas,Completa,6
No classificat,No classificat,02/12/2021,Hospitalització,No iniciada,2
No classificat,No classificat,02/12/2021,Cas,No iniciada,70
Dona,0 a 9,01/12/2021,Cas,No iniciada,204
Home,0 a 9,01/12/2021,Hospitalització,No iniciada,2
Home,0 a 9,01/12/2021,Cas,No iniciada,227
Dona,10 a 19,01/12/2021,Hospitalització,No iniciada,1
Dona,10 a 19,01/12/2021,Cas,Completa,46
Dona,10 a 19,01/12/2021,Cas,No iniciada,140
Home,10 a 19,01/12/2021,Cas,No iniciada,110
Home,10 a 19,01/12/2021,Cas,Completa,28
Home,10 a 19,01/12/2021,Hospitalització,No iniciada,2
Home,10 a 19,01/12/2021,Cas,Parcial,1
Home,10 a 19,01/12/2021,Hospitalització,Completa,1
Dona,20 a 29,01/12/2021,Cas,No iniciada,27
Dona,20 a 29,01/12/2021,Cas,Completa,99
Home,20 a 29,01/12/2021,Cas,Parcial,2
Home,20 a 29,01/12/2021,Cas,No iniciada,47
Home,20 a 29,01/12/2021,Cas,Completa,63
Dona,30 a 39,01/12/2021,Cas,Completa,167
Dona,30 a 39,01/12/2021,Hospitalització,No iniciada,3
Dona,30 a 39,01/12/2021,Cas,No iniciada,54
Dona,30 a 39,01/12/2021,Crítics,No iniciada,1
Dona,30 a 39,01/12/2021,Cas,Parcial,4
Home,30 a 39,01/12/2021,Cas,Parcial,2
Home,30 a 39,01/12/2021,Cas,No iniciada,45
Home,30 a 39,01/12/2021,Cas,Completa,128
Home,30 a 39,01/12/2021,Hospitalització,Completa,1
Home,30 a 39,01/12/2021,Hospitalització,No iniciada,2
Dona,40 a 49,01/12/2021,Cas,Completa,268
Dona,40 a 49,01/12/2021,Cas,No iniciada,34
Dona,40 a 49,01/12/2021,Hospitalització,Completa,1
Dona,40 a 49,01/12/2021,Hospitalització,No iniciada,1
Home,40 a 49,01/12/2021,Hospitalització,No iniciada,1
Home,40 a 49,01/12/2021,Cas,No iniciada,40
Home,40 a 49,01/12/2021,Cas,Parcial,4
Home,40 a 49,01/12/2021,Cas,Completa,211
Dona,50 a 59,01/12/2021,Hospitalització,No iniciada,2
Dona,50 a 59,01/12/2021,Crítics,No iniciada,1
Dona,50 a 59,01/12/2021,Cas,Completa,133
Dona,50 a 59,01/12/2021,Cas,No iniciada,28
Home,50 a 59,01/12/2021,Hospitalització,No iniciada,1
Home,50 a 59,01/12/2021,Cas,No iniciada,21
Home,50 a 59,01/12/2021,Cas,Completa,123
Home,50 a 59,01/12/2021,Hospitalització,Completa,1
Dona,60 a 69,01/12/2021,Hospitalització,No iniciada,4
Dona,60 a 69,01/12/2021,Crítics,No iniciada,1
Dona,60 a 69,01/12/2021,Cas,Completa,150
Dona,60 a 69,01/12/2021,Defunció,Completa,1
Dona,60 a 69,01/12/2021,Hospitalització,Completa,2
Dona,60 a 69,01/12/2021,Cas,No iniciada,15
Home,60 a 69,01/12/2021,Crítics,Completa,2
Home,60 a 69,01/12/2021,Hospitalització,Completa,12
Home,60 a 69,01/12/2021,Cas,Completa,123
Home,60 a 69,01/12/2021,Cas,No iniciada,9
Home,60 a 69,01/12/2021,Hospitalització,No iniciada,3
Dona,70 a 79,01/12/2021,Cas,Completa,54
Dona,70 a 79,01/12/2021,Cas,Parcial,1
Dona,70 a 79,01/12/2021,Defunció,No iniciada,1
Dona,70 a 79,01/12/2021,Hospitalització,Completa,3
Dona,70 a 79,01/12/2021,Hospitalització,No iniciada,1
Dona,70 a 79,01/12/2021,Crítics,No iniciada,1
Dona,70 a 79,01/12/2021,Cas,No iniciada,5
Home,70 a 79,01/12/2021,Hospitalització,No iniciada,1
Home,70 a 79,01/12/2021,Cas,Parcial,2
Home,70 a 79,01/12/2021,Defunció,No iniciada,1
Home,70 a 79,01/12/2021,Crítics,Completa,2
Home,70 a 79,01/12/2021,Crítics,No iniciada,1
Home,70 a 79,01/12/2021,Hospitalització,Completa,7
Home,70 a 79,01/12/2021,Cas,No iniciada,3
Home,70 a 79,01/12/2021,Cas,Completa,80
Dona,80 o més,01/12/2021,Cas,Completa,47
Dona,80 o més,01/12/2021,Cas,No iniciada,4
Dona,80 o més,01/12/2021,Defunció,Completa,1
